experiment_id,sample_id,model_id,batch,row_index_in_batch,true_label,predicted_label,correct,prediction_margin,category
EXP-XAI-0001,B2:0,MODEL-C4,2,0,1,1,True,0.4267923329310198,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:1,MODEL-C4,2,1,1,1,True,0.6914165702252365,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:70,MODEL-C4,2,70,2,2,True,0.9767335654061525,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:71,MODEL-C4,2,71,2,2,True,0.988688699265807,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:119,MODEL-C4,2,119,2,1,False,0.8347675211119349,MISCLASSIFIED
EXP-XAI-0001,B2:121,MODEL-C4,2,121,2,1,False,0.11024292087707588,MISCLASSIFIED
EXP-XAI-0001,B2:135,MODEL-C4,2,135,2,1,False,0.03904555400196513,MISCLASSIFIED
EXP-XAI-0001,B2:165,MODEL-C4,2,165,2,1,False,0.12175149103638422,MISCLASSIFIED
EXP-XAI-0001,B2:193,MODEL-C4,2,193,2,1,False,0.05021207695917035,MISCLASSIFIED
EXP-XAI-0001,B2:213,MODEL-C4,2,213,5,6,False,0.00906408157494909,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:214,MODEL-C4,2,214,5,5,True,0.079376600277904,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:215,MODEL-C4,2,215,5,5,True,0.17411131572976218,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:473,MODEL-C4,2,473,6,6,True,0.682482253253226,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:474,MODEL-C4,2,474,6,6,True,0.6445829282928438,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:514,MODEL-C4,2,514,3,3,True,0.9315090988545529,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:515,MODEL-C4,2,515,3,3,True,0.9382212738396047,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B2:722,MODEL-C4,2,722,5,4,False,0.006096228640776968,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:731,MODEL-C4,2,731,5,1,False,0.010571589813367088,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:741,MODEL-C4,2,741,5,4,False,0.00705056073464938,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B2:749,MODEL-C4,2,749,5,4,False,0.0004976310786987681,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:0,MODEL-C4,6,0,2,2,True,0.9999799661322368,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1,MODEL-C4,6,1,2,2,True,0.9997954852501877,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:23,MODEL-C4,6,23,1,1,True,0.975068603323105,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:24,MODEL-C4,6,24,1,1,True,0.6110256897335085,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:387,MODEL-C4,6,387,3,3,True,0.02149181782599885,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:388,MODEL-C4,6,388,3,3,True,0.39184468529269856,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:491,MODEL-C4,6,491,3,2,False,0.19696244950140265,MISCLASSIFIED
EXP-XAI-0001,B6:492,MODEL-C4,6,492,3,2,False,0.13531698146417642,MISCLASSIFIED
EXP-XAI-0001,B6:493,MODEL-C4,6,493,3,2,False,0.05190868345229738,MISCLASSIFIED
EXP-XAI-0001,B6:494,MODEL-C4,6,494,3,1,False,0.05568926566179705,MISCLASSIFIED
EXP-XAI-0001,B6:495,MODEL-C4,6,495,3,1,False,0.4970053640305071,MISCLASSIFIED
EXP-XAI-0001,B6:521,MODEL-C4,6,521,4,1,False,0.0017438242674654991,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:663,MODEL-C4,6,663,5,2,False,0.002152709667877145,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:665,MODEL-C4,6,665,5,2,False,0.0008935967506241704,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1329,MODEL-C4,6,1329,2,1,False,0.001985635437471489,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1384,MODEL-C4,6,1384,5,5,True,0.01851985024023889,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1389,MODEL-C4,6,1389,5,5,True,0.032264465505580237,CORRECT_REPRESENTATIVE
EXP-XAI-0001,B6:1811,MODEL-C4,6,1811,5,1,False,0.0004255646258705392,NEAR_DECISION_BOUNDARY
EXP-XAI-0001,B6:1896,MODEL-C4,6,1896,6,6,True,0.06418533556102407,CORRECT_REPRESENTATIVE
