B2:0,1,21749.5635,2.627488,3.507524,4.110899,5.015697,-3.474738,-4.569693,-13.448491,21138.044,2.713281,3.612213,4.28157,5.026986,-3.252127,-3.99553,-11.599578,2601.8249,2.085748,0.723314,1.161237,1.587376,-0.516412,-0.82478,-1.112882,2602.6865,2.074977,0.723795,1.216273,2.594866,-0.520201,-0.855015,-2.791243,1218.5497,2.092544,0.395898,0.863491,1.145358,-0.252613,-0.408573,-1.150768,1407.7876,2.104463,0.44639,0.912604,1.218736,-0.292121,-0.48432,-1.309839,3321.709,2.41484,1.03039,1.959228,2.460395,-0.70982,-1.184975,-1.387163,3501.0945,2.406442,1.068712,1.984295,2.354542,-0.744714,-1.227309,-3.471172,20407.4551,2.849163,3.246597,3.794115,4.485362,-2.902923,-3.666017,-9.839388,24773.999,2.947995,3.898243,4.526107,5.47442,-3.691419,-4.553467,-12.050995,3173.884,2.201685,0.871304,1.315971,1.62918,-0.604284,-0.911772,-2.622255,2369.0144,2.202927,0.675708,1.110452,1.405526,-0.477064,-0.760527,-0.986015,1636.1588,2.16398,0.535716,1.052986,1.820696,-0.332063,-0.530287,-1.500841,1657.308,2.161844,0.553001,1.157846,1.508133,-0.334765,-0.53505,-1.521051,3955.4094,2.519815,1.205705,2.145977,2.597082,-0.838715,-1.352179,-3.798715,3573.0447,2.582159,1.120364,2.113358,2.388007,-0.760981,-1.218104,-1.605704
B2:1,1,44240.5029,4.734847,8.465927,10.472258,12.127556,-7.794601,-10.380901,-11.469262,41403.9775,4.997612,8.512048,10.743542,11.512547,-6.916281,-9.015912,-10.007661,4940.8962,3.596926,1.337665,2.39362,2.645707,-0.892834,-1.209882,-1.564656,4953.6831,3.527018,1.323978,2.373133,3.399857,-0.883676,-1.276746,-2.748824,1959.3813,2.901716,0.683342,1.699412,2.299562,-0.409589,-0.656458,-1.052026,2260.3248,2.902636,0.764272,1.761054,2.088493,-0.462832,-0.693265,-0.955113,5807.6234,4.055068,1.864651,3.987934,4.457617,-1.18457,-1.767855,-2.36534,6122.0031,3.99478,1.926326,3.967135,4.506397,-1.227935,-1.744692,-2.507674,39371.9209,5.296057,7.512371,9.264492,9.872417,-6.281493,-8.076289,-13.821623,46703.0019,5.188981,8.935041,11.195765,11.818322,-7.644882,-9.567108,-15.830788,5850.4802,3.717538,1.59954,2.706447,3.083557,-1.039164,-1.416813,-2.173562,4330.5199,3.722393,1.232009,2.271416,2.560336,-0.810536,-1.119311,-1.531264,2563.6379,2.960525,0.910096,2.051669,2.486318,-0.515123,-0.798402,-1.163281,2582.1899,2.96159,0.950969,2.306715,2.919239,-0.532555,-0.861866,-1.196304,6842.0261,4.211758,2.225815,4.432344,4.964263,-1.390097,-2.045014,-2.404711,6096.0249,4.313923,2.043073,4.367389,4.970501,-1.277148,-1.94909,-2.349524
B2:70,2,13826.3906,2.577578,2.954981,3.815011,4.213872,-2.483143,-3.04957,-3.815628,15340.6382,2.970282,3.321071,4.135428,4.5331,-2.626268,-3.180296,-3.894011,23564.1779,14.898023,8.347926,15.055953,16.113931,-5.637914,-7.984472,-8.622783,22725.876,14.677581,8.087186,14.934183,16.581753,-5.488999,-8.134742,-10.097736,3867.9513,4.992986,1.387508,3.354749,4.172205,-0.979413,-1.549912,-1.936686,4384.3719,5.153718,1.615823,4.037658,4.879763,-1.132335,-1.833381,-2.236878,22627.3648,15.42464,9.560026,20.470048,22.605349,-5.883138,-9.167614,-9.846379,23754.611,15.937508,10.206467,22.254924,24.499333,-6.293426,-10.079002,-11.135349,11398.8496,2.674668,2.158379,2.653157,2.996609,-1.772637,-2.187929,-2.762222,11296.2846,2.535568,2.021613,2.535103,2.901283,-1.664055,-2.009735,-2.828165,24071.8123,14.5043,8.75879,16.31886,17.467691,-5.747755,-8.129745,-8.806493,18264.9844,14.412511,6.389951,11.463089,12.269935,-4.41346,-6.244975,-6.723295,4407.0858,4.847719,1.619665,4.316021,5.523718,-1.118279,-1.857788,-2.256892,4614.916,4.73973,1.680097,4.153286,5.161056,-1.145432,-1.842991,-2.320986,25037.1638,16.608651,10.7576,24.788863,28.016875,-6.659546,-11.080374,-11.942937,21302.414,15.380675,8.971745,20.108683,22.355034,-5.587176,-9.197017,-9.921006
B2:71,2,14540.2305,2.913938,3.158807,4.103564,4.551713,-2.618119,-3.198888,-4.568589,16472.8427,3.241636,3.66098,4.613665,5.062995,-2.845667,-3.421632,-4.007449,27109.0757,16.869878,9.39943,17.183128,18.265194,-6.603929,-9.406868,-10.386896,25264.3964,16.272488,8.958935,16.8885,21.695952,-6.298468,-9.354177,-12.316215,4354.3988,5.505174,1.504667,3.643362,4.482359,-1.12574,-1.7514,-2.103417,4753.7443,5.524113,1.737485,4.391876,5.554306,-1.279369,-2.16127,-2.643181,25611.2966,17.42027,10.474307,22.746883,24.849366,-6.751961,-10.287758,-10.999284,25986.1332,17.563509,11.07255,24.534683,27.206489,-7.151773,-11.670045,-12.711995,12154.5996,2.841225,2.404339,2.966323,3.49562,-1.944736,-2.362928,-3.23102,11116.9844,2.611588,2.17734,2.733059,3.214056,-1.7525,-2.137742,-2.894456,26653.9556,15.956675,9.677867,18.471026,19.654816,-6.575011,-9.415489,-10.222081,20955.2065,16.242049,7.163754,12.902306,13.860209,-5.150331,-7.29424,-8.183966,4752.0502,5.171715,1.739022,4.665613,6.066317,-1.259739,-2.199645,-2.561321,5211.0199,5.218573,1.81833,4.438793,5.655513,-1.313906,-1.990253,-2.427731,27280.2658,17.988472,11.765406,27.547167,30.764546,-7.556202,-12.989467,-14.170416,24133.0382,17.372125,9.877989,22.404524,24.931909,-6.381533,-10.058406,-10.83024
B2:121,1,5058.3721,1.4073,0.338678,0.455066,0.933165,-0.448449,-0.567313,-1.160397,5592.9893,1.465432,0.384116,0.441394,0.854364,-0.476446,-0.57656,-1.113359,4109.7481,3.690646,1.272944,2.171328,2.402907,-0.650887,-0.849261,-1.093432,4085.6077,3.693896,1.279871,2.241649,2.788042,-0.650418,-0.896793,-1.485859,908.3879,1.933787,0.397522,1.036435,1.317156,-0.161572,-0.237846,-0.450489,1004.897,1.909338,0.447058,1.183887,1.414015,-0.181508,-0.272761,-0.527138,4510.6944,4.163605,1.783734,3.854822,4.228262,-0.804862,-1.127521,-1.388626,4778.9631,4.10983,1.946826,4.279321,4.716882,-0.862236,-1.211616,-1.548628,4905.5762,1.707751,0.356694,0.440856,1.119121,-0.455802,-0.571986,-1.85076,4796.7642,1.589054,0.32999,0.402841,1.10658,-0.432623,-0.602005,-1.301657,4637.9743,3.656969,1.454512,2.428718,2.724611,-0.731069,-0.973575,-1.360845,3451.3069,3.678515,1.139306,2.103294,2.631981,-0.569822,-0.760657,-1.145024,1076.3258,1.910213,0.463017,1.345643,1.798514,-0.185765,-0.300375,-0.66323,1148.5906,1.935125,0.477912,1.389685,1.771391,-0.194917,-0.313881,-1.430962,5188.9441,4.218605,2.06196,4.665915,5.483417,-0.926531,-1.324933,-1.994712,4513.4586,4.189286,1.786611,4.068794,4.598068,-0.80461,-1.144059,-1.805669
B2:122,1,7351.5127,1.606331,1.28629,1.462324,1.967469,-0.70826,-0.85191,-1.507236,7661.4346,1.634221,1.420338,1.623765,1.989378,-0.742481,-0.900379,-1.615672,6547.1285,5.720879,2.021011,3.311039,3.6116,-1.193279,-1.58493,-1.938112,6440.3332,5.695968,1.99768,3.379586,4.018899,-1.177981,-1.654366,-2.302991,1360.6832,2.42568,0.540678,1.395621,1.752989,-0.274328,-0.41601,-0.583105,1511.8512,2.402388,0.612153,1.647111,2.035999,-0.306222,-0.476763,-0.75379,6973.5575,6.338927,2.621529,5.382483,6.005078,-1.437606,-2.076544,-2.34125,7399.1494,6.290912,2.845116,6.077793,6.702983,-1.539309,-2.300336,-2.603358,7325.1773,2.110023,1.330778,1.525614,2.091056,-0.710567,-0.871733,-1.730308,7360.0054,1.989356,1.200016,1.444063,2.572354,-0.659031,-0.80289,-1.632912,7309.0021,5.632993,2.320277,3.776948,4.238191,-1.323271,-1.788387,-2.249847,5427.6213,5.615367,1.707051,2.987145,3.533806,-1.022557,-1.398635,-2.391244,1603.0533,2.396628,0.627121,1.82274,2.703888,-0.31242,-0.495641,-0.847834,1700.4626,2.411253,0.646047,1.772933,3.025139,-0.329037,-0.509047,-0.90808,8066.4422,6.613073,3.050791,6.614734,7.678962,-1.658806,-2.530059,-3.008138,6948.2027,6.416813,2.616373,5.596053,6.5259,-1.420698,-2.121264,-2.651037
B2:135,1,2249.372,1.186855,0.245023,0.392848,0.770276,-0.207454,-0.273287,-0.650091,2042.2129,1.171201,0.222646,0.378769,0.869942,-0.20237,-0.267528,-0.677304,4193.9766,3.720336,1.229441,2.029086,2.25671,-0.660773,-0.864786,-1.179908,4179.9223,3.731946,1.237063,2.133165,3.030565,-0.663178,-0.895717,-1.436716,894.9978,1.936025,0.367864,0.910971,1.168399,-0.159993,-0.24099,-0.464395,988.5503,1.913083,0.414494,1.058948,1.355857,-0.179005,-0.262539,-0.505254,4605.6261,4.189246,1.735524,3.589306,3.990058,-0.825521,-1.143812,-1.436555,4853.8241,4.159435,1.876038,3.99465,4.442361,-0.876852,-1.21995,-1.529995,1660.0405,1.252824,0.183269,0.27565,0.830731,-0.182139,-0.265933,-0.962893,1929.7686,1.258665,0.189653,0.29765,1.0865,-0.181362,-0.275231,-0.953043,4681.3694,3.699521,1.381386,2.25308,2.613463,-0.73396,-1.018367,-1.882951,3546.16,3.694734,1.127677,2.038634,2.489745,-0.588413,-0.795056,-1.25548,1052.6244,1.911133,0.431329,1.290411,1.7145,-0.185788,-0.302254,-0.808915,1112.5034,1.919237,0.43871,1.140537,1.533734,-0.192472,-0.313146,-0.762782,5245.5146,4.275972,1.967529,4.322655,4.842647,-0.939201,-1.361787,-1.918145,4565.8896,4.182854,1.728558,3.755128,4.404057,-0.814894,-1.155352,-1.61962
B2:149,1,1712.2686,1.147731,0.222413,0.364775,0.705995,-0.172763,-0.239657,-0.634419,1647.8575,1.146219,0.208531,0.353498,0.68928,-0.161896,-0.229546,-0.653678,4479.5085,3.730488,1.36256,2.238461,2.516636,-0.715925,-0.934476,-1.244534,4496.2753,3.742551,1.368292,2.335484,2.855919,-0.730495,-0.999583,-1.645559,923.7763,1.910216,0.39889,1.005321,1.210769,-0.171385,-0.253761,-0.462607,1040.3133,1.910039,0.451556,1.155398,1.467053,-0.195086,-0.28772,-0.543883,4862.2608,4.183315,1.910329,3.965716,4.435558,-0.882381,-1.242741,-1.465611,5177.3005,4.188356,2.056315,4.403517,4.957792,-0.950886,-1.30333,-1.499485,1295.9414,1.219108,0.171353,0.239218,0.741393,-0.143745,-0.206413,-0.894995,1486.8911,1.215593,0.172057,0.269053,0.935738,-0.150684,-0.235908,-0.903511,5021.647,3.742446,1.525359,2.486097,3.340019,-0.798278,-1.049527,-1.661084,3779.9438,3.725155,1.242515,2.223299,3.040247,-0.635091,-0.841296,-1.19464,1113.62,1.919693,0.476138,1.318288,1.79635,-0.20195,-0.303413,-0.658945,1154.4263,1.906132,0.487669,1.245823,1.846219,-0.216297,-0.364104,-1.599043,5607.9489,4.326303,2.171348,4.767036,5.272217,-1.019256,-1.422881,-1.928211,4820.4875,4.19892,1.89757,4.143751,4.676336,-0.872327,-1.230104,-1.648884
B2:165,1,2038.5546,1.148849,0.300058,0.521139,1.091064,-0.22439,-0.312014,-0.777231,2257.0137,1.173271,0.282856,0.489725,0.919811,-0.225044,-0.319661,-0.799578,3109.3728,3.641766,0.89879,1.480248,1.650646,-0.489161,-0.636737,-0.857529,3107.6173,3.637085,0.906407,1.571049,2.109191,-0.489888,-0.683291,-1.31311,715.8366,1.908604,0.287582,0.701414,0.853371,-0.129283,-0.195113,-0.405134,792.8584,1.882286,0.326938,0.807452,0.980455,-0.143039,-0.213701,-0.389752,3516.5874,4.20253,1.276761,2.660807,2.955561,-0.628663,-0.871584,-1.110534,3683.2832,4.124509,1.371765,2.901913,3.253576,-0.657354,-0.91892,-1.209004,2023.6514,1.287502,0.211132,0.303131,0.860661,-0.190814,-0.271042,-0.985497,1900.2764,1.220886,0.214199,0.364878,0.887391,-0.190406,-0.285924,-1.024423,3484.9083,3.623234,1.005661,1.627534,1.918351,-0.541082,-0.731395,-1.165799,2705.771,3.685372,0.844478,1.513833,1.839409,-0.453915,-0.62464,-1.107925,860.4043,1.895635,0.34437,0.922543,1.29341,-0.151968,-0.25474,-0.860446,905.0682,1.902305,0.347969,0.885925,1.273483,-0.157194,-0.254687,-0.658606,4028.2169,4.25508,1.451332,3.170858,3.755921,-0.711057,-1.034264,-1.451612,3573.9203,4.248811,1.292528,2.81666,3.283275,-0.634933,-0.906573,-1.382588
B2:211,5,106281.6309,4.583741,8.349834,9.812925,11.062982,-9.707403,-11.656839,-20.576557,97152.8633,3.921949,7.818086,11.063699,12.30965,-8.731348,-10.515931,-19.039405,3081.1628,2.865574,0.259146,0.406587,0.758524,-0.290223,-0.381505,-0.67076,2873.9276,2.813679,0.246389,0.438293,0.934444,-0.274286,-0.416308,-1.19239,1181.9696,1.901463,0.172314,0.34899,0.600823,-0.129287,-0.191886,-0.52633,1300.244,1.896669,0.194916,0.410606,0.644964,-0.143183,-0.207656,-0.476278,3799.005,3.128276,0.40258,0.726128,0.926582,-0.380266,-0.51149,-0.7625,3859.5072,3.087999,0.42096,0.786219,0.997162,-0.392814,-0.523031,-0.875623,83441.8574,3.961731,6.682977,8.436723,9.980575,-7.375611,-8.827616,-15.458413,81149.0722,3.87308,6.390644,7.482315,9.108606,-6.767711,-8.076834,-14.472946,3550.2602,2.969689,0.292086,0.479386,0.791475,-0.337204,-0.43896,-0.825949,2774.9577,2.890252,0.254881,0.430838,0.728594,-0.261858,-0.363321,-1.556547,1433.584,1.919632,0.213453,0.465596,0.829039,-0.159239,-0.241802,-0.646783,1504.401,1.9121,0.215196,0.455416,0.775652,-0.16213,-0.239776,-0.768047,4465.1254,3.18603,0.457526,0.869611,1.231177,-0.449297,-0.589948,-1.620958,4104.0142,3.136832,0.436923,0.798026,1.107813,-0.40517,-0.535276,-1.031881
