GOLD-MODEL-C1-B2-R00000,21749.5635,2.627488,3.507524,4.110899,5.015697,-3.474738,-4.569693,-13.448491,21138.044,2.713281,3.612213,4.28157,5.026986,-3.252127,-3.99553,-11.599578,2601.8249,2.085748,0.723314,1.161237,1.587376,-0.516412,-0.82478,-1.112882,2602.6865,2.074977,0.723795,1.216273,2.594866,-0.520201,-0.855015,-2.791243,1218.5497,2.092544,0.395898,0.863491,1.145358,-0.252613,-0.408573,-1.150768,1407.7876,2.104463,0.44639,0.912604,1.218736,-0.292121,-0.48432,-1.309839,3321.709,2.41484,1.03039,1.959228,2.460395,-0.70982,-1.184975,-1.387163,3501.0945,2.406442,1.068712,1.984295,2.354542,-0.744714,-1.227309,-3.471172,20407.4551,2.849163,3.246597,3.794115,4.485362,-2.902923,-3.666017,-9.839388,24773.999,2.947995,3.898243,4.526107,5.47442,-3.691419,-4.553467,-12.050995,3173.884,2.201685,0.871304,1.315971,1.62918,-0.604284,-0.911772,-2.622255,2369.0144,2.202927,0.675708,1.110452,1.405526,-0.477064,-0.760527,-0.986015,1636.1588,2.16398,0.535716,1.052986,1.820696,-0.332063,-0.530287,-1.500841,1657.308,2.161844,0.553001,1.157846,1.508133,-0.334765,-0.53505,-1.521051,3955.4094,2.519815,1.205705,2.145977,2.597082,-0.838715,-1.352179,-3.798715,3573.0447,2.582159,1.120364,2.113358,2.388007,-0.760981,-1.218104,-1.605704
GOLD-MODEL-C1-B2-R00121,5058.3721,1.4073,0.338678,0.455066,0.933165,-0.448449,-0.567313,-1.160397,5592.9893,1.465432,0.384116,0.441394,0.854364,-0.476446,-0.57656,-1.113359,4109.7481,3.690646,1.272944,2.171328,2.402907,-0.650887,-0.849261,-1.093432,4085.6077,3.693896,1.279871,2.241649,2.788042,-0.650418,-0.896793,-1.485859,908.3879,1.933787,0.397522,1.036435,1.317156,-0.161572,-0.237846,-0.450489,1004.897,1.909338,0.447058,1.183887,1.414015,-0.181508,-0.272761,-0.527138,4510.6944,4.163605,1.783734,3.854822,4.228262,-0.804862,-1.127521,-1.388626,4778.9631,4.10983,1.946826,4.279321,4.716882,-0.862236,-1.211616,-1.548628,4905.5762,1.707751,0.356694,0.440856,1.119121,-0.455802,-0.571986,-1.85076,4796.7642,1.589054,0.32999,0.402841,1.10658,-0.432623,-0.602005,-1.301657,4637.9743,3.656969,1.454512,2.428718,2.724611,-0.731069,-0.973575,-1.360845,3451.3069,3.678515,1.139306,2.103294,2.631981,-0.569822,-0.760657,-1.145024,1076.3258,1.910213,0.463017,1.345643,1.798514,-0.185765,-0.300375,-0.66323,1148.5906,1.935125,0.477912,1.389685,1.771391,-0.194917,-0.313881,-1.430962,5188.9441,4.218605,2.06196,4.665915,5.483417,-0.926531,-1.324933,-1.994712,4513.4586,4.189286,1.786611,4.068794,4.598068,-0.80461,-1.144059,-1.805669
GOLD-MODEL-C1-B2-R00218,-259.7735,0.976898,11.140198,86.821795,493.970327,-0.040806,-0.143199,-0.497861,356.7539,1.032322,2.522969,3.12837,3.760122,-0.063545,-0.190324,-0.565157,-486.4375,0.954251,38.161593,314.520391,3069.64214,-3.16302,-31.651618,-2.089466,717.7803,1.082317,38.584139,315.181196,1650.954484,-11.500971,-110.45307,-240.7589,1565.7112,2.321114,2.213231,5.732519,7.1315,-0.294029,-0.417365,-0.634009,1715.6909,2.303551,2.555754,6.685531,8.330167,-0.334731,-0.475325,-0.787303,4638.2558,3.591218,14.602278,34.636236,38.816355,-0.732751,-0.972703,-1.387309,4991.1106,3.63001,15.848479,38.08873,42.943439,-0.805142,-1.082019,-1.400277,537.4375,1.092642,2.185334,2.706523,3.063997,-0.057332,-0.161494,-0.517589,407.0522,1.063936,1.610186,2.015843,2.336544,-0.054309,-0.168306,-0.706283,5502.3342,3.620498,14.326649,29.040029,31.471552,-0.792778,-1.016876,-1.580055,4157.099,3.539082,10.917268,20.380549,21.945623,-0.617925,-0.796817,-1.282821,1925.117,2.393638,2.556562,7.136938,9.259987,-0.367745,-0.544674,-1.018197,1997.0853,2.360379,2.656989,7.060699,9.080563,-0.373806,-0.545177,-1.00485,5811.0092,3.931575,17.349274,45.150204,52.253491,-0.954533,-1.326995,-1.873343,4848.1088,3.747612,14.291344,36.049671,41.523333,-0.778954,-1.071689,-1.555157
GOLD-MODEL-C1-B2-R00231,81.1367,1.006845,0.047755,0.093225,0.489323,-0.048725,-0.109067,-0.547751,41.8135,1.002957,0.036118,0.094306,0.652786,-0.034495,-0.108693,-0.724221,-41.9985,0.992819,0.011234,0.05286,0.399245,-0.012638,-0.063758,-0.397298,0.0,1.0,0.0001,0.0001,0.0001,0.0,0.0,0.0,-16.6831,0.99512,0.008227,0.041566,0.407016,-0.008003,-0.047401,-0.380236,-9.1038,0.996989,0.009286,0.04685,0.293763,-0.009052,-0.046119,-0.366334,-34.4317,0.994056,0.017609,0.06975,0.444972,-0.015233,-0.068339,-0.3391,-46.6435,0.992699,0.014989,0.061901,0.455536,-0.018332,-0.077878,-0.379826,71.5567,1.009388,0.049757,0.136994,0.732108,-0.049332,-0.22014,-1.844457,74.2241,1.012249,0.062567,0.171111,0.778527,-0.063386,-0.238945,-0.753749,-38.5786,0.993914,0.018983,0.117129,0.640354,-0.027838,-0.230767,-1.875488,-28.3047,0.994165,0.017192,0.128906,1.090476,-0.015766,-0.118901,-0.895966,-7.3755,0.99803,0.021048,0.139092,0.83676,-0.01822,-0.185991,-1.768125,-5.271,0.998615,0.015739,0.159682,0.914927,-0.015162,-0.157723,-0.838665,-50.8432,0.992931,0.020915,0.172798,1.187425,-0.026685,-0.218919,-2.012054,-16.5527,0.99722,0.024811,0.14059,1.097677,-0.022117,-0.185381,-1.573974
GOLD-MODEL-C1-B2-R00469,103282.7646,8.404553,23.421769,30.451974,31.952299,-17.915737,-22.139413,-31.89979,92858.9833,7.116644,22.082733,29.973965,31.529764,-16.365768,-20.510683,-33.673734,8282.3652,6.060764,1.837699,2.93399,3.188118,-1.538447,-2.04853,-3.530112,7892.8905,5.798856,1.783773,2.928139,3.207658,-1.483297,-2.03099,-4.14141,2997.9503,3.187297,1.015897,2.266139,2.678862,-0.651805,-1.085045,-3.392726,2702.0582,3.175139,0.892241,1.899351,2.23798,-0.567691,-0.838638,-2.489743,9640.4718,7.003493,2.383757,4.074795,4.419433,-2.013165,-2.890044,-6.767635,9950.5577,6.87959,2.556911,4.505004,4.964098,-2.152782,-3.311559,-8.687263,91700.2022,9.485523,20.498433,25.708162,27.122255,-14.525558,-17.563135,-22.233258,94193.3916,9.569104,20.139112,24.825941,26.242058,-13.984783,-16.711126,-21.452969,9776.6086,6.174903,2.253986,3.57169,3.889782,-1.808873,-2.459752,-4.648809,7368.8347,6.041562,1.636202,2.525556,2.815552,-1.373388,-1.833857,-2.899329,3335.8329,3.226416,1.112265,2.476429,3.006982,-0.701916,-1.291278,-3.809543,3602.487,3.243407,1.149767,2.363351,2.902327,-0.716558,-1.074357,-3.32431,11771.8186,7.329414,2.895085,4.861911,5.525954,-2.52044,-3.878532,-11.573841,10682.8884,7.161105,2.711374,4.575612,5.156232,-2.206748,-3.208394,-9.009683
GOLD-MODEL-C1-B2-R00473,104813.6016,5.465599,28.499214,46.229159,39.624422,-16.55358,-22.137918,-38.120494,99006.3652,4.839004,28.054327,49.937108,42.390295,-15.687318,-20.755155,-56.16938,4430.1482,2.606133,1.156114,1.835574,4.209402,-0.88946,-1.174572,-1.431105,4512.6802,2.6337,1.170611,1.773427,4.909989,-0.899368,-1.206395,-1.506656,2557.9207,2.622748,0.86237,1.868879,5.015764,-0.57119,-0.782344,-1.012024,2284.847,2.609444,0.758483,1.624396,1.614583,-0.493189,-0.656372,-0.89512,6987.6931,3.439563,2.050252,3.612946,3.198277,-1.45859,-2.049722,-2.364272,7121.0991,3.417058,2.091339,3.927443,3.408794,-1.547179,-2.256091,-2.608321,122218.4766,5.392683,32.582243,48.206637,150.508807,-18.835376,-25.882183,-42.22937,92260.3633,4.454552,22.550212,33.675955,101.710838,-13.428126,-18.356609,-30.80053,5259.6836,2.623812,1.394323,2.219382,4.838325,-1.047473,-1.394957,-1.827997,6915.3594,3.472832,1.696297,2.58879,6.868192,-1.35643,-1.935279,-2.390203,3078.0461,2.716983,1.080278,2.205154,5.69291,-0.667771,-0.960994,-1.31828,3046.6394,2.621708,1.044078,2.193261,2.403085,-0.653576,-0.885256,-1.357113,8472.7488,3.380639,2.459294,4.682763,4.043371,-1.787555,-2.645936,-3.19435,8990.9273,3.681195,2.526696,4.712727,13.962699,-1.840753,-2.64806,-3.243286
GOLD-MODEL-C1-B2-R00495,6601.2229,2.727042,1.382321,2.21362,5.568334,-0.981018,-1.224667,-1.719056,7472.8989,2.897039,1.582792,2.571398,6.616645,-1.104477,-1.371088,-1.911554,26131.9963,13.742097,10.814798,23.839079,27.04003,-6.145264,-8.823575,-9.944528,25629.5754,13.146815,10.418704,22.431416,25.561021,-5.951375,-8.485463,-10.052602,6052.4283,4.110768,2.60723,8.332247,11.68397,-1.419386,-2.158971,-2.586808,5651.179,4.106326,2.427507,7.994584,11.100201,-1.330598,-2.046471,-2.506413,26588.9738,14.316328,12.502615,33.840328,40.886121,-6.696005,-10.685484,-12.416233,28242.6277,14.044298,13.108819,34.928071,42.284835,-7.11687,-11.318042,-12.592877,3687.0213,2.124184,0.664356,1.021959,2.712737,-0.494843,-0.63127,-1.084205,3820.3569,1.925175,0.682203,1.030935,2.547291,-0.499969,-0.636412,-1.177995,27880.6836,13.65679,11.453192,23.855168,26.483176,-6.379329,-8.925479,-10.587793,20086.7602,13.556773,8.064609,17.979177,20.81429,-4.712313,-6.719916,-8.024713,6761.2497,4.317445,2.870413,9.538398,13.493204,-1.558413,-2.409396,-2.857076,7289.2751,4.680377,3.127089,10.585652,14.325731,-1.668942,-2.64188,-3.084697,27949.2464,14.893139,12.825513,36.458786,44.728623,-6.949739,-11.119735,-12.6864,24889.6321,14.829669,11.563809,32.809948,40.365248,-6.246419,-10.160686,-11.360638
GOLD-MODEL-C1-B2-R00540,18004.0039,3.55939,4.80757,6.464098,7.526985,-2.999281,-4.142756,-6.593693,17806.601,4.029565,5.202733,7.496752,8.290323,-3.059076,-4.239302,-6.600942,21704.045,4.156124,7.827033,11.777678,13.245293,-3.552043,-5.051156,-7.949425,24076.7105,4.447126,8.694913,13.089134,14.566184,-3.802885,-5.358677,-8.920122,6741.4627,3.431466,2.470254,4.502247,5.15901,-1.460008,-2.229985,-3.288735,7087.9048,3.571421,2.528765,4.476049,5.281846,-1.537792,-2.297141,-3.109,19996.8482,3.905715,8.292317,13.805423,14.759254,-3.56728,-5.404722,-7.951509,22903.7768,4.218148,9.457301,15.829334,16.939146,-4.044923,-6.283593,-9.257453,11440.5767,3.492494,3.132589,4.324031,5.280625,-1.791282,-2.459987,-4.617252,12192.75,3.123381,2.957647,3.902418,4.808184,-1.751494,-2.387004,-5.447383,14851.6152,3.096153,5.44163,8.176652,9.537867,-2.96511,-4.229448,-6.970099,16550.7558,3.725378,5.794695,8.591924,9.822857,-2.821875,-4.016985,-6.827046,8897.6594,4.042562,3.138398,5.456738,6.358739,-1.948325,-2.989565,-4.361159,10441.0095,4.400544,3.502657,5.873367,6.880135,-2.22904,-3.23512,-4.852203,16057.6895,3.190685,6.547942,10.907159,12.031645,-3.413419,-5.519522,-8.622817,14462.5889,3.216333,5.846864,9.82924,11.154217,-3.004609,-4.750017,-7.53815
GOLD-MODEL-C1-B2-R00778,255889.4882,5.24888,64.736155,92.528047,112.644988,-45.90333,-71.566924,-345.084173,218965.5195,4.503696,57.75978,86.643837,102.007511,-38.625432,-57.506449,-278.390173,21574.8452,5.064334,4.949804,6.451128,7.284436,-4.785423,-6.727278,-10.741021,20888.0102,4.802763,4.815232,6.467491,7.286615,-4.602253,-6.387468,-9.379902,6262.1877,2.776059,1.890114,4.110416,5.379969,-1.410066,-2.104605,-3.497421,5931.9626,2.734579,1.744659,3.792848,4.996368,-1.303634,-1.924527,-3.432492,30129.1655,5.35919,7.589644,10.772897,11.867389,-7.391867,-11.099743,-14.774571,31231.7515,5.305989,7.96732,11.679837,12.732181,-7.752519,-11.734018,-18.43583,144144.1132,4.588952,36.231071,49.290145,63.660576,-24.228722,-33.502026,-131.326493,131765.4571,4.526922,31.993161,42.331035,58.815316,-21.936979,-31.121038,-120.848172,26750.8467,5.632928,6.078957,7.247462,9.186037,-5.980643,-8.504119,-13.268172,21709.4614,5.376741,4.900305,5.977198,7.282516,-4.873452,-6.77102,-10.882684,7226.8262,2.907278,2.141508,4.793365,6.05053,-1.634028,-2.591074,-4.748552,7273.7094,2.897573,2.077524,4.502409,5.68033,-1.576081,-2.411409,-4.078244,37372.6924,6.182353,9.290262,11.977707,13.280119,-9.494558,-14.938292,-23.151642,33433.268,5.878495,8.300226,11.113561,13.008125,-8.379091,-12.89771,-19.558587
GOLD-MODEL-C1-B6-R00000,12714.6099,6.829581,2.552121,3.394377,4.695162,-2.268288,-3.029891,-5.521369,15109.25,6.930456,3.292046,4.469695,5.841801,-2.664545,-3.631201,-7.14731,45529.034,13.112595,18.181222,41.945326,47.690484,-11.360623,-17.02165,-32.66098,46207.1599,12.711148,18.774732,43.884151,50.352394,-11.601594,-17.831045,-34.186901,4421.4664,3.170422,1.775691,5.668019,8.407789,-1.02888,-1.755213,-3.392127,4693.5108,3.267379,1.854929,5.631927,8.415172,-1.101479,-1.730403,-3.395432,45726.523,12.141844,20.155802,56.792595,69.660966,-11.925958,-19.726792,-29.690606,49986.4306,12.371306,22.864312,66.15904,82.494121,-13.461738,-23.511121,-40.46756,8645.7336,3.786997,1.550611,2.131259,4.171005,-1.2534,-1.845579,-6.18924,6121.5215,3.156593,1.054338,1.460677,3.280707,-0.771941,-1.155261,-4.026329,47369.5977,12.498609,18.940384,43.546354,49.775792,-11.349828,-17.404865,-36.816645,40887.4573,12.434491,15.497327,34.003208,40.110994,-9.804927,-14.58956,-28.928797,8708.792,4.532974,3.395768,10.287353,15.330052,-2.181526,-3.980545,-8.443752,9678.1116,4.862596,3.592405,10.251466,14.353264,-2.340058,-4.005544,-7.795903,49964.3877,12.07251,23.088434,69.199197,85.7134,-12.933827,-22.726277,-43.577943,44483.124,11.69404,19.173588,55.425923,67.87686,-11.250865,-19.031142,-36.552787
