experiment_id,model_id,method,batch,feature_index,feature_name,importance,importance_std,rank,status
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,0,S1:dR,0.24516415698167104,,23,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,1,S1:dR_norm,0.41480788315803413,,4,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,2,S1:EMAi_0.001,0.14035192450297607,,82,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,3,S1:EMAi_0.01,0.12647947695779083,,91,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,4,S1:EMAi_0.1,0.14684692818685788,,71,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,5,S1:EMAd_0.001,0.26871973267519306,,15,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,6,S1:EMAd_0.01,0.2615884126526223,,19,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,7,S1:EMAd_0.1,0.14563720365931704,,74,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,8,S2:dR,0.26659580321883897,,18,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,9,S2:dR_norm,0.4702704173980215,,3,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,10,S2:EMAi_0.001,0.17992252401683417,,50,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,11,S2:EMAi_0.01,0.18988376039390684,,41,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,12,S2:EMAi_0.1,0.14418317697714048,,76,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,13,S2:EMAd_0.001,0.29433796728281186,,9,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,14,S2:EMAd_0.01,0.2913637702750315,,11,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,15,S2:EMAd_0.1,0.14647772795722466,,73,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,16,S3:dR,0.24922279778524392,,20,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,17,S3:dR_norm,0.17934256790962555,,51,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,18,S3:EMAi_0.001,0.17231142226529803,,56,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,19,S3:EMAi_0.01,0.13130761322238096,,89,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,20,S3:EMAi_0.1,0.09742656472141387,,108,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,21,S3:EMAd_0.001,0.16086144986319617,,65,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,22,S3:EMAd_0.01,0.13381476702152026,,87,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,23,S3:EMAd_0.1,0.0799934509708324,,122,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,24,S4:dR,0.3022434665731928,,8,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,25,S4:dR_norm,0.20803579377865355,,35,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,26,S4:EMAi_0.001,0.19226707659902142,,40,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,27,S4:EMAi_0.01,0.1352973196265422,,85,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,28,S4:EMAi_0.1,0.08780273098153735,,114,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,29,S4:EMAd_0.001,0.1327744772450046,,88,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,30,S4:EMAd_0.01,0.12630767956955813,,92,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,31,S4:EMAd_0.1,0.11205321719994842,,103,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,32,S5:dR,0.22797206151966834,,32,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,33,S5:dR_norm,0.2360432622442791,,26,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,34,S5:EMAi_0.001,0.09233318981400762,,110,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,35,S5:EMAi_0.01,0.16945909480588173,,59,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,36,S5:EMAi_0.1,0.15951477251687862,,67,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,37,S5:EMAd_0.001,0.1302097080850874,,90,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,38,S5:EMAd_0.01,0.0846012085968838,,117,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,39,S5:EMAd_0.1,0.24473059689288337,,24,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,40,S6:dR,0.23002926433275575,,29,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,41,S6:dR_norm,0.23471001733126928,,27,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,42,S6:EMAi_0.001,0.0829694547875561,,120,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,43,S6:EMAi_0.01,0.154917430761395,,68,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,44,S6:EMAi_0.1,0.14042496276576924,,81,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,45,S6:EMAd_0.001,0.1211510658497842,,96,EXECUTED
EXP-XAI-0001,MODEL-C1,INTRINSIC_COEFFICIENT,ALL,46,S6:EMAd_0.01,0.08717662380381959,,115,EXECUTED
